sentence,sentiment
ibma reconstitutes board appoints four new directors,0
jindal saw appoints neeraj kumar as group ceo,0
call data record is important evidence in fraud cases says sebi,0
the company moved to an operating profit of eur10 9 m versus an operating loss of eur15 3 m it also turned to eps of eur0 08 versus loss per share of eur0 04,1
india valuations are less compelling says goldman sachs,0
poll us federal reserve may rates twice in 2015 say economists,0
prop desks build bullish bets on nifty with hopes to make 6 fold returns,1
pfizer net profit declines 56 11 per cent to rs 220 85 crore in fy14,2
5300 to 5355 is the level to watch out on nifty rajat bose,1
cotton rises 10 on demand for exports and local consumption,1
huhtamaki oyj stock exchange release 16 12 2008 at 09 30 huhtamaki oyj has resolved to clarify the group structure by separating the foodservice and consumer goods businesses in its production unit in hameenlinna finland by transferring the businesses into its wholly owned subsidiaries,0
wns q2 net up 65 at 15 3 million,1
new launches help garware wall ropes cast its net wider,1
china stocks mixed as investors hold back before sh hk connect launch,0
benefon s target is to lay off temporarily of permanently up to 20 of the salo plant s staff,2
stock specific play is the way to go in coming week sandeep wagle power my wealth,0
mtnl s q2 loss narrows to rs 947 crore,1
direct fii market access to come from full rupee convertibility,0
ashok leyland q4 net up at 298 23 crore,1
100 infosys shares for 9 5k in 1993 now worth 4 crore,0
consider it stocks as a global play to make portfolio look balanced ajay bagga,0
the company s net profit amounted to ee 55 5 mn which was 36 more than in 2004,1
india s position better than other emergings markets arindam ghosh blackridge capital advisors,0
fewer investors trade on multi commodity exchange,0
finnish bore that is owned by the rettig family has grown recently through the acquisition of smaller shipping companies,1
takeaways from itc results,0
ttml narrows down net loss to rs 156 36 crore in q3,1
aapl weekly still under the 50 moving average and creating a lower high,2
spicejet sinks over 6 despite airline talk on funds,2
ceat gains on share sale to institutional investors,1
food ministry to cut down july quota of sugar,2
the transaction will have a positive impact of around eur2m on earnings which ruukki will recognize during the fourth quarter of this year,1
net sales have been eaten by the weak us dollar,2
exercise caution go light ahead of rbi policy review sandeep wagle,0
bank of baroda falls on msci deletion,2
uco bank reports four fold rise in q2 net profit,1
stores 16 march 2010 finnish stationery and gift retailer tiimari hel tii1v said yesterday that it will cut a total of 28 jobs in its units tiimari retail ltd and gallerix finland ltd as a result of the closure of shops,2
sun pharma has a history of taking stress assets and turning them around harendra kumar,0
pipavav is steady ambareesh baliga way2wealth brokers pvt ltd,0
38 companies in the bse 500 have paid more than 25 per cent of their net profit as dividend,0
took some endp long this am using vwap as guide,1
exide industries focus on profitability makes it an attractive stock,1
tvo s two unit 1 740 mw olkiluoto plant generated 14 2 twh with an operating ratio across both reactors of 93 5 which the company described as high by international standards,0
airasia shares gain 8 per cent after report it may be taken private,1
punters make a killing in geometric,1
i would not like to participate low volume stock like natco pharma ashwani gujral,2
altogether 150 subjects with mildly elevated cholesterol levels participated in the four month long intervention,0
zee media corporation ltd q2 net loss widens to rs 16 97 crore,2
pre market nifty seen opening flat may reclaim 8800,0
oil marketing companies are clear buys manish sonthalia,1
gmr posts rs 593 crore consolidated loss for june quarter,0
abb india net profit rises 33 as order execution picks up,1
recast expansion to help kingfisher stay afloat,1
remain invested in infosys despite key management exits mehraboon irani,0
sell tata steel with a stop loss of rs 538 sandeep wagle,2
ifci q3 net profit up 30 pc at rs 136 35 cr,1
uflex q2 net up 19 to rs 77 74 crore,1
metso estimates the need for personnel reductions to amount to 25 people,2
ruukki signed the contract with norwegian company veidekke entreprenor as,1
in 2009 it reported net sales of approximately eur 6mn,0
moderate earnings expected for it companies in q3 analysts,0
mecklai financial report september 08 2014,0
domestic rubber prices surge above rs 200 kg,1
airports authority of india s revenue net profits rise,1
can expect icici bank to scale up further rajat bose,1
interglobe aviation makes decent debut surges 17 on bse,1
operating profit for the three month period decreased from eur1 65 m while net sales increased from eur14 6 m as compared to the corresponding period in 2005,2
central depository services plans rs 400 crore ipo,0
the cooperation will double the switch s converter capacity,1
nafed likely to market north east horticultural products,0
corporation bank to raise rs 500 crore from tier i bonds,0
corporate earnings likely to remain subdued in q2 crisil,0
gurgaon court asks cinepolis to issue shares to india mds deepak marda milan saini,0
sbi hits global debt markets to raise up to 1 bn,0
recommend slow accumulation into it sector harendra kumar,1
infosys riding on vishal sikka anticipated turnaround strategy p phani sekhar,0
nagarjuna construction q3 net profit declines 15 5 pc,2
moil s net rises 26 pc to rs 588 cr in fy 10 11,1
passenger volumes rose by 8 4 in the accounting period,1
zinc futures fall 0 17 per cent on low spot demand weak global cues,2
finnish electronics contract manufacturer scanfil reports net sales of eur 241 2 mn in 2006 down from eur 321 6 mn in 2005,2
exposure to the middle east market helped voltas perform well dipen shah,1
are you prepared for a bear market find out,2
haitong securities shares fall 10 per cent after trading resumes,2
meanwhile electrowatt ekono philippines inc was also awarded a three year operation and maintenance o m contract by fr cement corporation,1
the study was not designed to enable formal statistical evaluation of therapeutic activity the company said,0
sugar manufacturers gain on hopes of easing curbs,1
brent falls below 103 on higher libyan output lower geopolitical risk,2
commodity bourses turnover drops by over 36 pc in april december of fy 14,2
promoter feud hits sv global,2
miners meltdown as bhp to rio tinto sink in commodities rout,2
masala bonds not spicy enough for the market due to poor pricing,2
sasken shares up 20 as it wins 31 7 million in arbitration case,1
ntpc plunges to 5 year low on cerc pricing rules top sensex loser,2
hong kong stocks flat by lunch,0
holcim ambuja cements deal not winsome for investors,2
mphasis will take a good beating down on the hp front avinash gorakshekar,2
f o tracker call bunching at 7500 on nifty shows resistance,0
hot money returns to pakistan stock market,1
rs butola is the new chairman of petroleum federation of india,0
the company booked april june new orders worth 949 mln eur compared with 786 mln eur in the same period a year ago,1
rupee falls 14 paise to 61 88 against dollar in early trade,2
initial hype over use now low on volumes,2
data surge to support airtel s growth but african woes may stay,0
indians on spending spree time to nibble at discretionary stocks,1
infosys may report sharp 11 3 drop in net profit for june quarter,2
raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by russian wood products company sveza group,1
nhpc q2 net profit drops 9 67 to rs 707 58 crore,2
sintex industries rallies over 7 post q4 results,1
many promoters still own physical shares despite sebi mandate on dematerialisation of shares,0
with the launch of new 3g handsets nokia aims to become the winner in china s 3g market as it did in the 2g market,1
consisting of seven interconnected units mega image s logistics center will be 347 metres in length and 12 metres in height,0
russian rouble slips as support from tax period fades,2
in the second quarter of 2010 the group s net profit rose to eur3 1 m from eur2 5 m in april june 2009,1
somany ceramics q3 net profit down 41 pc to rs 4 78 crore,2
hyundai motor up more than 4 rebounding from recent falls,1
sebi bars three firms from mobilising public money,0
2014 will remain challenging for indian banks say analysts,2
the contracts have been signed to acquire uranium produced at the sotkamo nickel zinc mine in eastern finland owned by talvivaara,1
the company has some 410 employees and an annual turnover of eur65 4 m vaahto group is listed on the nordic exchange in helsinki,0
the eps outlook was increased by 5 6 pct for 2007 and 7 0 pct for 2008,1
keshub mahindra retires as mahindra mahindra chairman anand mahindra takes over,0
risk reward is pretty positive in bajaj holdings ashwani gujral,1
plan to list syngene in august use ipo proceeds for r d kiran mazumdar shaw,0
mercator shares gain 60 in a month on restructuring talks,1
after the acquisition basware s preliminary pro forma net sales for 2005 amount to eur 52 6 mn and preliminary pro forma operating profit amounts to eur 7 1 mn,0
western coalfields cmd d c garg passes away,0
moser baer near 3 yr high on preferential share issue,1
geosentric oyj s geosolutions business unit gypsii the mobile digital lifestyle application and geo mobility social networking platform has signed an agreement with nanjing mynet to make the gypsii mobile social networking platform available to customers of china mobile,1
last year upm cut production closed mills in finland and slashed 700 jobs,2
last year s third quarter result had been burdened by costs stemming from restructuring in the us,2
zinc futures marginally up on spot demand,1
five reasons why investors should stay away from infosys,2
mid cap funds can deliver more stay put experts,1
icici bank board approves five for one stock split,0
adpnews may 4 2010 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today its net profit declined to eur 12 9 million usd 17m in the first quarter of 2010 from eur 17 million in the correspond,2
kaveri seeds reports net loss of rs 47 52 crore in q2,0
mfs dominate among 20 buyers of rs 1 000 crore tech mahindra shares,1
won leads asia fx rebounds after us jobs data,1
s korean stocks slip on persistent foreign selling won down,2
finnish consumers prefer to buy the cheapest beer brand,0
nagarjuna fertilizer dec qrt net up two fold at rs 33 37 cr,1
indian hotels a good investment call over medium to long term ashit suri,1
siemens shares gain after strong earnings,1
basmati prices fall on government s measures subdued demand,2
worst is behind for idbi bank all eyes on management activity deven choksey,1
kpit tech rallies on upbeat q2 numbers,1
finnish metso paper has won an order to supply an uncoated fine paper machine to mcc paper yinhe in china,1
wipro likely to sell water business focus more on core,0
coastal projects gets rs 250 cr pe funding,1
britain s ftse forges ahead as shire surges,1
stockoptionexpert mat 6 big trader added 10000 april put contracts 3 days ago,2
intc finally some nice downside move looking for the 31 handle to break,2
cnx it to remain positive and strongest among the tech pack mitesh thacker,1
akzo nobel q2 profit up 5 98 at rs 35 75 crore,1
it is the last smartphone running maemo 5 which is to be replaced with meego a joint project between nokia intel and the open source community,0
wx decent pull back,2
profit before taxes was eur 4 0 mn down from eur 4 9 mn,2
volkswagen shares bounce back from lows to show gain of 4 in late morning,1
lodha developers pvt to raise 1 billion via ipo,0
monsoon fears tight npa norms weigh on shriram transport finance,2
one can short ranbaxy ashuu kakkarr,2
narrows to eur2 8 m 9 mo 09 29 october 2009 finnish software and hardware developer elektrobit oyj hel ebg1v or eb said today that its net loss narrowed to eur2 8 m for the first nine months of 2009 from eur35 6 m for the same period a year ago,1
australia shares set for a strong start tracking wall street,1
55 workers in m l will be affected by the close down,2
divestment to remain overhang on nbcc stock parag thakkar,2
cern consolidating above 50 200 ma nice long entry here w stop below 10 ma targeting 70 area,1
amara raja batteries hits 52 week high on q1 results,1
refile aviva investors to move 34 bln euros in assets from axa fund arm,2
by 14 29 cet on monday shares in bavarian nordic had climbed 1 21 to dkk250 on the stock exchange in copenhagen after having lost 7 41 in the past month,1
jm asset reconstruction company profits up 142 per cent in h1 2015,1
infrastructure stocks could see some bounce back sangeeta purushottam,1
wns appoints adrian dillon renu karnad to board of directors,0
espirito santo securities appoints premal madhavji as equities head,0
munish sharda appointed as future generali life md ceo,0
sugar prices falls on weak demand,2
deepening bond rout rattles world markets,2
mcx receives nearly 60 applications for md and ceo vacant post,0
wheat prices ease on adequate supply reduced offtake,2
no age bar for appointing commex managing director,0
amar ujala plans another ipo to raise about rs 450 crore,0
m m finance plunges 8 5 as brokers cut target price post q3 results,2
valuation of religare invesco deal not expensive,2
he confirmed his view on july 6,0
best performing stocks of 2015 lupin shone through pharma headwinds,1
edible oil prices to come down,2
isms does not disclose its financial results the daily said,0
don t expect performance from oil and gas stocks ahead of polls bp singh,2
nbcc surges 5 as co bags order worth rs 3 000 crore from aiims,1
jet airways posts net profit of rs 118 23 crore in q3,0
what is up with hk from jan to now it s been a sinking ship,2
finnish raute precision has won large glass batch plant and mortar plant orders from mexico and the us,1
kc chakrabarty to join indiabulls housing finance as independent director,0
the chf is a great product,1
the invention carries international patent publication no,0
dollar under pressure after shake out of crowded bullish positions,2
micron shares pounded on fears of loss of business from apple stifel defends aapl mu marjo,2
sell zee entertainment ltd with target price of rs 255 mitesh thacker,2
market avoiding companies mired in coal allocation scam ajay bodke,0
greaves cotton set to flourish with improving margins,1
rate sensitive stocks could do well post elections jyotivardhan jaipuria bofa ml,0
state run iron ore miner nmdc now in nifty 50 index,1
pre tax profit totaled eur 397 4 mn up from eur 164 7 mn,1
ranbaxy for short term deepak mohoni,0
sugar mills in maharashtra can now expect saffron boons,0
pre market nifty likely to bounce back on positive global cues,1
examining sbi rights issue proposal finance ministry,0
why sensex churn matters to investors,0
company law board accepts private equity investors plea on fourcee forensic audit,0
oil led margin growth begins aiding earnings,1
an insurance company underestimated how long people would live and now its stock is crashing,2
apple shares slump ahead of september 9 iphone launch,2
the government has instead proposed an exchange of the state s stake in lmt to teliasonera s stake in lattelecom,0
bharti realty appoints s k sayal as managing director and ceo,0
motilal oswal forecasts achhe din for stock market in 2016,0
chennai petro cracks 15 after posting net losses in q2,2
diluted eps rose to eur3 68 from eur0 50,1
mid cap stocks set to play catch up soon,0
mt educare plans ipo for college campus in karnataka,0
the gross area of eight houses will be 12 167 m2,0
poyry is a global expert in consulting and engineering,0
wipro comes under tax surveillance for body shopping stock falls,2
sterling hovers near 7 week highs eyes growth data and election risks,1
twitter shares fall more than 11 per cent as growth of monthly users slows down,2
i grid shows dia capped for the long term at range of 123 40 124 77 any rally beyond today s levels or into this range leads to meltdown,2
hong kong shares edge up on shanghai connector expectations,1
european shares dip after ecb rally eyes on us payrolls,2
psu banks unlikely to deliver expected earnings over the next quarters harendra kumar,2
fertiliser stocks should be looked only after any move on deregulation ashwani gujral,0
five things to know about trading securities smartly in the stock market,0
here are the jobs most in demand on wall street,0
premium valuations of eicher motors should sustain mayuresh joshi,1
comptel corporation will publish its financial statements for 2008 on 12 february 2009,0
cement cos weak demand high input cost may derail rally,2
unique identification number for hallmarked jewellery bis,0
gmr infrastructure q1 net loss shrinks to rs 429 crore,2
minimum shareholding norm not for non controlling entity sebi,0
nifty could correct maximum by 130 points mitesh thacker,0
wft closng higher from here,1
cummins new cpcb norms and reduced dependence on imports make it a good long term buy,1
finance ministry to give in principle approval for uti mf ipo soon,0
state bank of india rallies over 1 on fund raising plans,1
senior mcx officials e mails may offer key information,0
after the sale savcor group ltd will comprise savcor art a corporate function and an investment in cencorp corporation,0
sebi bars kolkata weird industries from raising funds,2
equity indexes working on a positive engulfing for march sml rut iwc smh sox small caps semis with a fakeout before the b out,1
manappuram finance launches another public issue,0
sintex q3 net profit jumps 91 27 to rs 162 03 crore,1
basf stocks gain 76 in three months but earnings need to grow to match valuations,1
glencore blames rivals for creating metals glut,2
precious metals tumble on dollar investors monitor china fed,2
best time for the insurance companies to list to attract investment deepak shenoy,1
nfl q2 net loss at rs 25 90 crore,2
silver futures retreat 0 81 pc on global cues,2
subscribers of china unicom the nation s second largest mobile phone operator after china mobile are expected to release pictures videos and blog on the internet via mobile phones as of march 2008,0
france raises concerns over proposed lse deutsche boerse deal,2
renn topping tail 5 min chart at 7 31 short from here,2
rbi issues new reporting norms for over the counter trades,0
activision blizzard media networks announces record esports viewership atvi partnered with hdsi for 9 tournament,1
the company will use the money for product development and research activities through 2013 in its key markets finland germany italy and france,0
brent s premium to dubai crude falls to lowest in more than 3 months,2
taipei shares plunge 7 49 per cent in worst ever intra day drop,2
post election results volatility traders save bets for rbi review union budget,0
the move will be carried out by transferring hkscan s production related property plant equipment as well as its holdings in subsidiaries and associate companies in the country to hkscan finland,0
the original patent was filed in finland under application no,0
cash flow from operating activities is estimated to be positive,1
capex cycle revival positive for market prefer logistics stocks prakash diwan altamount capital management,1
hmt surges on hopes government may delay shut down,1
hong kong shares slip ahead of holiday as investors shift to china plays,2
police frame charges against jignesh shah in nsel scam,2
v guard industries q1 net soars 26 13 per cent at rs 22 25 crore,1
why investors should not eagerly await hul results,0
mastek rallies 20 in 3 days ahead of buyback proposal,1
market is contracting preparing itself for a big move ashwani gujral,0
total operating revenue grew by 27 6 year on year to eur61m,1
promoters of maharashtra seamless to buy back rs 100 crore shares,1
27 january 2011 finnish it solutions provider affecto oyj hel afe1v said today it has won a eur1 2 m usd1 6 m contract from state owned lithuanian social insurance institution sodra,1
bengaluru based builder unishire raises rs 126 crore through issue of ncds,0
pawan hans helicopters offers equity stake against rs 131 crore loan,0
less than 50 chance of oil falling below 20 a barrel goldman,0
two reasons why psu banking stocks have turned around in terms of performance,0
finnish financial group aktia s operating profit for 2009 increased to eur 47 0 mn from eur 6 6 mn in 2008,1
speciality chemical companies to gain as production moves out of china vinay khattar,1
renesas mobile europe ltd has approximately 470 employees in oulu,0
iob slumps over 15 as company posts losses for second successive quarter,2
in future the plant will focus on the production of flange profiles for wind farm towers,0
steps taken by management paying off for tata sponge dipan mehta,1
offshore india etfs pull money out in july first time in 16 months sell equities worth rs 750 crore,2
aapl a new long if 110 61 is broken targets are 112 19 119 86 123 82 bears must retake 102 77 qqq nq f ndx,1
cil stake sale subscribed 30 till afternoon trade,0
alcatel lucent confirms plans for ipo of submarine network unit,0
et in the classroom simple strategies to play nifty f o,0
at 3 37 p m eastern time a block of 2 400 contracts changed hands at a bid price of 0 45,0
berger paints q1 net up 17 at rs 57 46 crore,1
net profit was 35 5 mln compared with 29 8 mln,1
oil prices dip as demand stalls but u s supported by rig cut,2
healthy product pipeline to help orchid chem boost sales,1
our approach is very much to only use raw materials that are produced in line with the principles of sustainable development,0
gspc raises rs 3 000 crore through bond markets to meet capex need,1
tesla recalling 2 700 model x units related to faulty latch for third row seats fall to 252 50 level on recall shares up 1 tsla,2
biocon shares fall after july september earnings,2
tilaknagar industries slumps after abd calls off talks of acquisition,2
merrill lynch analyst campbell morgan upgraded his recommendation on paperlinx from neutral to buy in may,1
xander finance appoints rajeev radhakrishnan as cfo,0
airtel to raise 250 million more from bond sale,0
indian bonds slump to 2014 lows on concerns about cash conditions,2
the company can not give up palm oil altogether however,0
reserve bank of india may sell 91 day treasury bills at 8 60 per cent poll,2
reserve bank of india adds net 5 5 billion in up to 1 year forex forwards in july,0
coca cola loses fizz volume growth dips to single digits year on year,2
that s what i go to bed worrying about every night he said,2
rouble crisis ripples through wheat as bulls advance,1
at 12 01 pm the omx helsinki 25 was down 0 66 pct to 3 143 57 and the omx helsinki was 0 67 pct lower at 10 530 74 on 253 mln eur turnover,2
shares in bae systems hit 10 month high on rating upgrade,1
low valuations and better balance sheets make auto stocks a good pick pankaj pandey,1
sebi eases rules for market making in illiquid equity cash segment,0
a le coq special was developed for the bicentenary of the company and the trade mark the brewer said,0
nokia will certainly disagree with qualcomm s views on the patent situation,2
npa situation in banks poor aviodance advised mehraboon irani,2
apple inc announces seven part bond for buybacks dividends,0
pharmaceutical market in czech republic global research data services published recently a market analysis about the pharmaceutical markets in czech republic,0
sales boost for new morrisons chief david potts as tesco turnaround stalls,2
sbux heading for the 200dma and certain doom if it can not hold there,2
4 february 2011 finnish broadband data communication systems provider teleste oyj hel tlt1v said wednesday its net profit rocketed to eur4 8 m in 2010 from eur416 000 in 2009 and it lifted its dividend proposal,1
shriram transport finance net up 7 to rs 366 cr,1
gammon infrastructure projects rallies 10 on sale reports,1
quality chargers under chargz brand are sold in selected retail stores and other sales locations world wide,0
harish bhat to be member group executive council of tata sons,0
stanchart and rbs struggle in bank of england stress tests,2
we are honored to be acknowledged for our commitment to the industry especially in asia pacific,1
kone shares dropped 4 1 percent to x20ac 43 us 55 77 in helsinki,2
7 pantaloon retail promoters sell 25l dvr shares for rs 71cr,2
srei infrastructure finance shares rise over 5 on fund raising buzz,1
reliance industries to stay in 800 950 range says jagdish malkani,0
the group s revenue amounts to over eur 80 million about half of which is accounted for by exports,0
anil manghnani director modern shares and stockbrokers limited talks about performing stocks,0
share markets await narendra modi s maiden budget,0
imax china files ipo in honkg kong looks to capitalise on entertainment demand,0
finnish honkarakenne that specialises in the building of log houses is planning to use pine from russian karelia,0
the omx helsinki index was 0 33 pct lower at 9 364 80 while the omx helsinki cap portfolio index was down 0 34 pct at 5 029 25,2
why 9 000 on nifty matters putting bull market in perspective,0
rakesh jhunjhunwala bullish on ncc buys 4 cr shares via rights issue 6 5l in open market,1
jyoti soars 18 on bagging rs 139 crore order,1
united bank profit at rs 41 78 crore in q3,0
intercontinental hotels group share price climbs on 1 5bn special dividend,1
heritage foods q1 net profit rises 76 per cent,1
hyg potential continuation uptrend on a 60 15 4 charts,1
hcl technologies down nearly 3 post q4 results worst fall since july 14,2
fund managers look to make room for alibaba group holding inc,0
on preliminary estimate the hotel will operate under the brand novotel,0
reliance communications raises rs 6 100 crore via qip to reduce debt,1
ranbaxy laboratories rallies over 8 on usfda nod for diovan s generic version,1
premium valuation for tcs justified among large cap it stocks dipan mehta,1
snowman logistics hits upper circuit for second straight day,1
pohjola and cooperative banks have continued to combine their branch office network,0
destia oy is a finnish infrastructure and construction service company building maintaining and designing traffic routes industrial and traffic environments but also complete living environments,0
markets make merry on narendra modi magic sensex tops 25 000 mark,1
united bank raises 350 million under mtn programme,1
operating profit improved by 16 7 to eur 7 7 mn,1
delhi high court asks centre sebi to reply to plea on automated trading,0
the total delivery volume of paper businesses in 2010 was 1 155 000 tonnes up from 1 132 000 tonnes in 2009,1
budapest august 10 mti finnish electronics maker elcoteq will lay off 700 workers at its plants in pecs s hungary at the end of september because of falling orders communications director for elcoteq s local unit zoltan krippl told mti on monday,2
brent holds near 102 heads for weekly drop as firm dollar hurts,1
according to ceo matti karppinen frozen foods posted a good result in 2010 as it did in 2009,1
by separating side businesses we will be able to faster expand and develop tapro retail network,1
dcth near hod,1
base metals strengthen on global cues,1
wholesale onion prices slide in maharashtra,2
auto trader share price surges as company floats on lse,1
share prices of justdial unlikely to go up futher trade cautiously sudip bandyopadhyay,2
rate cut hopes make traders bullish on bank nifty,1
previously the company has estimated its operating profit to reach the level of 2005 only,1
catch up game bse mid cap index trails bigger peers,1
hero motocorp reverse losses of nearly 2 q3 results below estimates,2
aspen to buy anaesthetics from astrazeneca for 520 million,1
kone s net sales rose by some 14 year on year in the first nine months of 2008,1
net profit in the three months through march 31 fell to x20ac 103 million us 165 million from x20ac 131 million a year earlier the finnish company said,2
helsinki finland sept 18 2009 globe newswire ixonos plc expands the company s smartphone r d services and establishes a new next generation smartphone design unit in connection with ixonos site in jyvaeskylae,1
easyjet expects resilient demand to withstand security fears,1
nifty can reach 8000 levels in six months says ajay bagga,0
nouveau multimedia approve stock split stk gains,1
oversupply in oil market to continue,2
capgemini raises 2015 revenue outlook on igate acquisition,1
container corporation q3 net up 5 4 at rs 249 5 crore,1
the total value of the deliveries is some eur65m,0
sugar remains weak on ample supply low demand,2
russia ukraine talk war sensex ends below 21k 10 safe stocks,2
symphony ltd q1 net rises 51 per cent to rs 21 63 crore,1
sobha q2 net down 33 at rs 40 crore,2
the company is well positioned in brazil and uruguay,1
lupin q4 results misses street estimates stock declines,2
low energy consumption and flexible loading are just a few of the advantages of the chf pro,0
earning upgrades in h2 will give a good fillip to the market avinash gorakshekar anagram capital ltd,0
jignesh shah quits indian energy exchange board,0
dtc will not impact foreign investor fund inflows,0
the company said it estimates to make a slight profit thanks to cost cutting measures,1
the price will be specified at the completion date,0
indian register of shipping appoints new executives in singapore and london,0
currency corner rupee snaps 3 day gain as funds reduce equity exposure,0
the company said production volumes so far indicate the circuit is capable of the targeted output rate of 60 000 tonnes per day or 22 million tonnes a year,0
gspc likely to postpone ipo as merchant bankers advise caution,2
bear grip sensex ends 541 points down here s what you should do,2
sterling slips as scottish vote nears soft uk inflation could hurt,2
hsbc handpicks seven hot midcap themes for the year 2014,0
kotak ing union takes some bank stocks to a high station,0
back then tikkurila s former owner finnish chemicals company kemira oyj hel kra1v distributed an 86 stake to kemira shareholders to facilitate the divestment and listing of tikkurila,0
the company s profit totaled ls 578 100 in h1 2007 down 30 9 year on year,2
pboc steps up intervention in yuan trading sources,0
sell sun tv with target price of rs 330 mitesh thacker,2
steria india sees exits at top ceo hr head svp finance quit,0
telcos pare gains as sc rejects license extension plea,2
rt joemccann the correleation between the dollar index and spy is simply amazing dx finds support spy retreats like clockwork,2
yes bank q3 up 30 yoy to rs 540 crore in line with estimates,1
make a base right now trade in low volatile ranges gaurang shah geojit bnp paribas financial services,0
profit per share was eur 1 03 up from eur 0 87,1
commexes turnover surges 55,1
previously eb delivered a custom solution for lg electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators,1
stability may return to markets 150 points run up possible deven choksey kr choksey securities,0
5270 5250 is the most preferred buying level for nifty mitesh thacker,1
dishman pharma shares soar over 13 on robust q1 results,1
onion prices rise 66 as traders overstocked for profits,1
soullor the regular scrappy q swy usually presents sales weak margins down debt still way up,2
be cautious while entering market iv subramanium,2
infotech enterprises investors should use the correction to buy the stock,1
rp sanjiv goenka group to begin new csr initiatives,0
search panel recommends s s mundra for rbi deputy governor role,0
about 72 of evraz group shares are owned by lanebrook whose beneficiaries on the one hand are millhouse the holding company for the assets of billionaire roman abramovich and his business partners 50 and evraz executives alexander abramov and alexander frolov 50 on the other,0
hindustan zinc q4 profit declines 13 pc to rs 1 881 crore,2
dlf s q3 profits fall 30 25 per cent,2
oberoi realty rallies 15 as sc frees up stuck projects in mumbai,1
surya roshni q1 net profit up 22 at rs 12 crore,1
nsel director jignesh shah quizzed again focus now on broking firms,0
record high prices no bar for gold sales,1
hrishikesh nair appointed as infopark ceo,0
pre market nifty seen opening flat gdp data eyed,0
barley futures fall on subdued demand,2
significant corrections from these levels unlikely ashwani gujral ashwanigujral com,0
sppi building rs sweet i want this to break a new 52week the earnings growth justifies way higher,1
uptick in demand lifts turmeric futures by 1 44 per cent,1
dollar wobbles on track for half year loss vs yen,2
sebi proposes including family trusts nbfcs in qib segment,0
see 50 60 upside potential in majesco daljeet singh kohli,1
finnish operator elisa and aker yards have signed a long term service deal through which elisa will deliver all necessary voice and data services for aker yards in finland,1
private banks rally may stall as fii stake nears limit,1
ftse led lower by m s glaxosmithkline,2
sampo group that has become a major shareholder in nordea owns trygvesta s main competitor if p c insurance,0
m teresa kho is adb new country director for india,0
the costanza light with an aluminum base and washable shade comes in white pistachio orange blue and red,0
pre market nifty seen opening flat mid smallcap stocks in focus,0
inha works has invested in its product development and market research,0
nbfcs seeing good q2 numbers on fall in input cost deepak shenoy,1
in addition to verification of an identity and digital signatures new state approved mobile id enables to cast votes in elections as well,0
viking line s cargo revenue increased by 5 4 to eur 21 46 mn and cargo volume increased by 2 4 to 70 116 cargo units,1
bajaj auto q1 pat seen 2 4 up at rs 735 crore,1
should you opt for richly valued stocks,0
radico khaitan q4 net down 36 98 at rs 9 9 crore,2
the group s operating loss was eur 0 8 mn down from a profit of eur 2 5 mn in 2004,2
the new shares entitle their holders to dividends for fiscal 2006,0
t bill volatility a warning shot to investors says jpmorgan head jamie dimon,0
wall street dips in volatile trade oil prices fall further,2
coffee day to list shares on monday,0
check out experts recommendations on infra stocks,0
aircel appoints kaizad heerjee as chief operating officer,0
our decision and resolve on meego is only stronger she continued,1
frost sold shares for 19 million at 6 06 7 12 per share compared with friday s high of 11 33 and low of 10 14,2
jewellery major rajesh exports clocks 64 2 jump in pat in fy12,1
corp bank s q2 net jumps 10 fold to rs 160 crore,1
japan post ipo to include separate listings of bank insurance units,0
sebi to replace listing regulations tighten trading rules,0
treasury income low costs double kotak net,1
new recommendation from carl kirst of bmo capital markets for wmb is buy price target is 62,1
viber ups marketing efforts with cmo appointment,0
jsw steel promoter hikes stake in company,0
it holds 38 percent of outokumpu s shares and voting rights but in 2001 lawmakers gave it permission to reduce the stake to 10 percent,0
i m not sure what s happening,0
tyre stocks may go up by another 30 from these levels p phani sekhar,1
sugar closes steady on sporadic buying,0
mecklai financial report 22 september 2014,0
subex rallies nearly 5 on reports of buyout by global tech firms,1
the department store division reported an increase in sales of 4 per cent,1
metals including other commodities would benefit vineet bhatnagar,1
160 165 level to watch out for in eros deepak mohoni,1
adlabs ipo a good opportunity for investors willing to invest in entertainment biz deven choksey,1
upcoming festive season likely to augur well for the retail sector sudip bandyopadhyay,1
the contract which was signed yesterday will run for five years and includes a two year extension option,0
voltas shares slump 6 as top brokerages downgrade on earnings concern,2
the equipment ixonos acquires with this deal includes mechanical engineering hardware an rf and antenna measurement laboratory facilities for the measurement of audio cameras and displays as well as devices and robot units for the testing of mobile devices,0
sebi considers proposal on cross currency futures pairs,0
subbarao hints at forex market intervention,0
earnings per share eps in the first half of 2007 amounted to eur0 29 down from eur0 40 year ago,2
itg s share in the deal is estimated at some 500 000 euro 627 000,0
tnh looks like an explosive setup if it can break the 20ema and 105 level,1
electrosteel castings q2 net profit down 35 to rs 12 77 crore,2
hul fails to grow q1 net profit amid uncertain demand,2
i don t see strong momentum in cnx it mitesh thacker,2
according to finnish pension insurance company varma varma was the recipient of over two thirds of the revenue of the earnings related pension cover that was under competitive tendering in finland,1
